Carimbo de data/hora,Nickname,TAG,Data:,Horário do INÍCIO da instrução:,Curso aplicado: ,Nick(s) do(s) aluno(s) presente(s):,Nick(s) do(s) aluno(s) aprovado(s):,Comentários:,Pontos:,,Nickname,Pontos:,CFSd,CFC1,CFC2,CAP,CODE,,,,,,,,,,
05/11/2018 02:16:46,BIGtrilhonariob,[BIt],05/11/2018,02:05:00,Curso de Formação de Soldados (CFSd),Washing@ton,,Recruta nao soube responder nenhuma pergunta.,2,,,,,,,,,,,,,,,,,,
10/11/2018 14:11:56,Caruza,[CzA],10/11/2018,13:38:00,Curso de Formação de Soldados (CFSd),"Fabiano9537  / xCoke,  / Ellainex ","Fabiano9537  / xCoke,  / Ellainex ",,2,,,,,,,,,,,,,,,,,,
10/11/2018 23:06:05,Caruza,[CzA],10/11/2018,22:50:00,Curso de Formação de Cabos (Parte 1) (CFC1),Ryan8774 ,Ryan8774 ,,2,,,,,,,,,,,,,,,,,,
10/11/2018 23:16:19,Caruza,[CzA],10/11/2018,23:07:00,Curso de Formação de Soldados (CFSd),israel14050 ,,,2,,,,,,,,,,,,,,,,,,
05/11/2018 23:31:57,Cassio.Black,[CsB],05/11/2018,21:57:00,Curso de Formação de Soldados (CFSd),Ban_. ,Ban_. ,,2,,,,,,,,,,,,,,,,,,
09/11/2018 20:50:22,Cassio.Black,[CsB],09/11/2018,20:38:00,Curso de Formação de Soldados (CFSd),"xxxsah, Daniel142018",-x-,https://imgur.com/a/V2nY3TL (comprovar que a aula foi iniciada),2,,,,,,,,,,,,,,,,,,
10/11/2018 10:08:39,Cassio.Black,[CsB],10/11/2018,09:51:00,Curso de Formação de Cabos (Parte 2) (CFC2),luizgustavofour ,luizgustavofour ,,1,,,,,,,,,,,,,,,,,,
10/11/2018 11:54:13,Cassio.Black,[CsB],10/11/2018,11:41:00,Curso de Formação de Soldados (CFSd),Serj=Tankian ,Serj=Tankian ,,2,,,,,,,,,,,,,,,,,,
10/11/2018 14:10:21,Cassio.Black,[CsB],10/11/2018,13:48:00,Curso de Formação de Soldados (CFSd),"Sr_Edi, ,,Castiel e Max_mgn",Max_mgn,,2,,,,,,,,,,,,,,,,,,
04/11/2018 16:15:54,Caucaia-1,[CaI],04/11/2018,14:45:00,Curso de Formação de Cabos (Parte 2) (CFC2),Pedruuuuuuo ,Pedruuuuuuo ,"O cabo apresentou um pouco de dificuldade para compreender a aula, mas nada que impeça-o de concluir a mesma",1,,,,,,,,,,,,,,,,,,
04/11/2018 17:08:49,Caucaia-1,[CaI],04/11/2018,16:40:00,Curso de Formação de Cabos (Parte 1) (CFC1),ParaSempre02 ,ParaSempre02 ,Excelente aula!,2,,,,,,,,,,,,,,,,,,
04/11/2018 17:09:25,Caucaia-1,[CaI],04/11/2018,17:00:00,Curso de Formação de Cabos (Parte 2) (CFC2),ParaSempre02 ,ParaSempre02 ,,1,,,,,,,,,,,,,,,,,,
04/11/2018 19:04:52,Caucaia-1,[CaI],04/11/2018,18:55:00,Curso de Formação de Cabos (Parte 2) (CFC2),Sr..Leo.,-x-,"O cabo estava tendo uma ótima desenvoltura, mas infelizmente se ausentou. Impedindo-o de concluir o treino.",1,,,,,,,,,,,,,,,,,,
04/11/2018 19:32:04,Caucaia-1,[CaI],04/11/2018,19:10:00,Curso de Formação de Cabos (Parte 1) (CFC1),..:Ratupid:..,-x-,Reprovado no teste,2,,,,,,,,,,,,,,,,,,
04/11/2018 19:56:56,Caucaia-1,[CaI],04/11/2018,19:50:00,Curso de Formação de Cabos (Parte 1) (CFC1),..:Ratupid:.. ,..:Ratupid:.. ,,2,,,,,,,,,,,,,,,,,,
05/11/2018 18:58:57,Caucaia-1,[CaI],05/11/2018,18:10:00,Curso de Formação de Soldados (CFSd),tottizz ,tottizz ,,2,,,,,,,,,,,,,,,,,,
06/11/2018 16:10:01,Caucaia-1,[CaI],06/11/2018,15:45:00,Curso de Formação de Cabos (Parte 2) (CFC2),InterAgent_001 ,InterAgent_001 ,,1,,,,,,,,,,,,,,,,,,
09/11/2018 14:36:40,Caucaia-1,Caucaia-1,09/11/2018,14:20:00,Curso de Formação de Cabos (Parte 1) (CFC1),DefryF ,DefryF ,Excelente aula!,2,,,,,,,,,,,,,,,,,,
09/11/2018 14:37:12,Caucaia-1,[CaI],09/11/2018,14:50:00,Curso de Formação de Cabos (Parte 2) (CFC2),DefryF ,DefryF ,,1,,,,,,,,,,,,,,,,,,
09/11/2018 16:58:44,Caucaia-1,[CaI],09/11/2018,16:20:00,Curso de Formação de Soldados (CFSd),mumia124562 / Synaptics / yuri1213Surf,mumia124562 ,-x-,2,,,,,,,,,,,,,,,,,,
09/11/2018 19:20:21,Caucaia-1,[CaI],09/11/2018,18:50:00,Curso de Formação de Cabos (Parte 1) (CFC1),zZEdos@ ,zZEdos@ ,-x-,2,,,,,,,,,,,,,,,,,,
09/11/2018 19:26:46,Caucaia-1,[CaI],09/11/2018,19:15:00,Curso de Formação de Cabos (Parte 2) (CFC2), zZEdos@ , zZEdos@ ,,1,,,,,,,,,,,,,,,,,,
09/11/2018 14:23:32,CharlieRobbert,[ChL],09/11/2018,14:05:00,Curso de Formação de Cabos (Parte 1) (CFC1),Eminadio ,Eminadio ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 17:50:00,Chulalauzinha,[Clz],07/11/2018,17:47:00,Curso de Formação de Soldados (CFSd),MiguelST17 / anniehope ,MiguelST17 / anniehope ,"Aparentemente, o instrutor Tai-- caiu, deixando os dois recrutas na sala, onde disseram que estava na parte de finalização.",2,,,,,,,,,,,,,,,,,,
09/11/2018 17:29:17,Coelha...?,[CeH],09/11/2018,17:00:00,Curso de Formação de Soldados (CFSd),caminogueiraaa,caminogueiraaa,Excelente soldado.,2,,,,,,,,,,,,,,,,,,
09/11/2018 21:27:58,Coelha...?,[CeH],09/11/2018,21:04:00,Curso de Formação de Cabos (Parte 1) (CFC1), porpetinha2, porpetinha2,Bom aluno.,2,,,,,,,,,,,,,,,,,,
09/11/2018 21:44:50,Coelha...?,[CeH],09/11/2018,21:33:00,Curso de Formação de Cabos (Parte 2) (CFC2),porpetinha2,porpetinha2,Bom aluno.,1,,,,,,,,,,,,,,,,,,
04/11/2018 15:07:57,Cristian7211,[Cr1],04/11/2018,02:45:00,Curso de Formação de Soldados (CFSd), carolin20849 , carolin20849 ,,2,,,,,,,,,,,,,,,,,,
05/11/2018 14:23:24,Cristian7211,[Cr1],05/11/2018,01:50:00,Curso de Formação de Cabos (Parte 1) (CFC1),yIsrael- umbreongame ,yIsrael- umbreongame ,,2,,,,,,,,,,,,,,,,,,
05/11/2018 18:06:28,Cristian7211,[Cr1],05/11/2018,17:30:00,Curso de Formação de Soldados (CFSd),PandacorniaS2,PandacorniaS2,,2,,,,,,,,,,,,,,,,,,
06/11/2018 13:30:58,Cristian7211,[Cr1],06/11/2018,13:10:00,Curso de Formação de Soldados (CFSd),Min_192 Niponevellyn ,Min_192,Niponevellyn São passou Por erros.,2,,,,,,,,,,,,,,,,,,
08/11/2018 13:33:33,Cristian7211,[Cr1],08/11/2018,13:00:00,Curso de Formação de Soldados (CFSd),Ploquinh manoelpedr79 Krawk__ ,Krawk__  Ploquinh,,2,,,,,,,,,,,,,,,,,,
04/11/2018 13:21:03,Daniel90344,[Dnl],04/11/2018,13:07:00,Curso de Formação de Cabos (Parte 1) (CFC1),Z8- ,Z8- ,-x-,2,,,,,,,,,,,,,,,,,,
04/11/2018 13:28:15,Daniel90344,[Dnl],04/11/2018,13:22:00,Curso de Formação de Cabos (Parte 2) (CFC2),Z8- ,Z8- ,"O cabo teve facilidade em achar os militares, sendo assim a aula ficou mais rápida e comunicativa.",1,,,,,,,,,,,,,,,,,,
04/11/2018 13:55:55,Daniel90344,[Dnl],04/11/2018,13:34:00,Curso de Formação de Cabos (Parte 1) (CFC1),gamersppira ,gamersppira ,-x-,2,,,,,,,,,,,,,,,,,,
04/11/2018 14:14:05,Daniel90344,[Dnl],04/11/2018,13:57:00,Curso de Formação de Cabos (Parte 2) (CFC2),gamersppira ,gamersppira ,-x-,1,,,,,,,,,,,,,,,,,,
05/11/2018 09:53:45,Daniel90344,[Dnl],05/11/2018,09:27:00,Curso de Formação de Soldados (CFSd),PhBala3 / lukas4718 ,-x-,Os mesmos se retiraram da aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 10:25:06,Daniel90344,[Dnl],05/11/2018,10:00:00,Curso de Formação de Cabos (Parte 2) (CFC2),ehc-br ,ehc-br ,-x-,1,,,,,,,,,,,,,,,,,,
05/11/2018 10:44:18,Daniel90344,[Dnl],05/11/2018,10:35:00,Curso de Aperfeiçoamento de Praças (CAP),Thiago_Canto122 ,Thiago_Canto122 ,-x-,1,,,,,,,,,,,,,,,,,,
05/11/2018 11:50:56,Daniel90344,[Dnl],05/11/2018,11:24:00,Curso de Formação de Cabos (Parte 1) (CFC1),Srto.DomMarcelo / oHeitorL ,oHeitorL ,O outro cabo acabou se retirando no começo.,2,,,,,,,,,,,,,,,,,,
06/11/2018 09:59:10,DJDistrito-nav,[NAV],06/11/2018,09:45:00,Curso de Formação de Cabos (Parte 1) (CFC1),lucash30    ShadowBright ,lucash30   ShadowBright ,,2,,,,,,,,,,,,,,,,,,
06/11/2018 09:29:53,DJDistrito-nav ,[NAV],06/11/2018,09:10:00,Curso de Formação de Soldados (CFSd),pablo4715 ,pablo4715 ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 01:58:50,Dr.susu-zica,[DSZ],07/11/2018,00:59:00,Curso de Formação de Soldados (CFSd),"LaylaIndie011, samirlindoGoth, naraassis, Eshylem  ","LaylaIndie011, samirlindoGoth, naraassis, Eshylem  ",,2,,,,,,,,,,,,,,,,,,
08/11/2018 13:03:07,Dr.susu-zica,[DsZ],08/11/2018,00:38:00,Curso de Formação de Soldados (CFSd),juliajfsd /Tarcisio.Becciu ,juliajfsd /Tarcisio.Becciu ,-,2,,,,,,,,,,,,,,,,,,
09/11/2018 15:34:24,Dr.susu-zica,[DsZ],09/11/2018,14:14:00,Curso de Formação de Soldados (CFSd),Kethelyn4444 / IRayelle,Kethelyn4444,IRayelle saiu no meio da aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 21:00:23,Dr.susu-zica,[DsZ],09/11/2018,20:25:00,Curso de Formação de Soldados (CFSd),DumbledoreEs ,DumbledoreEs ,,2,,,,,,,,,,,,,,,,,,
05/11/2018 23:08:27,Drack122,[D12],05/11/2018,22:45:00,Curso de Formação de Soldados (CFSd),lukas4718,,,2,,,,,,,,,,,,,,,,,,
08/11/2018 17:39:19,Drack122,[D12],08/11/2018,17:30:00,Curso de Formação de Soldados (CFSd),ovictoo0695,,,2,,,,,,,,,,,,,,,,,,
10/11/2018 02:15:48,Drack122,[D12],10/11/2018,01:49:00,Curso de Formação de Soldados (CFSd),MIRANHABR / SrDosCake / JjMDO,,Somente o recruta MIRANHABR  estava disposto a se tornar um soldado. O resto só foi para badernar.,2,,,,,,,,,,,,,,,,,,
08/11/2018 18:57:48,dudu432175,[D23],08/11/2018,17:43:00,Curso de Formação de Soldados (CFSd),mike2345Elfo,mike2345Elfo,Ótima a aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 19:34:53,dudu432175,[D23],08/11/2018,18:41:00,Curso de Formação de Soldados (CFSd),alerquina1213 arthur82403,Nenhum foi aprovado.,Ótima aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 20:43:09,dudu432175,[D23],08/11/2018,19:32:00,Curso de Formação de Soldados (CFSd),cleidinara233,cleidinara233,Ótima aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 21:30:35,dudu432175,[D23],08/11/2018,20:19:00,Curso de Formação de Soldados (CFSd),nickson48,Nenhum passou.,ótima aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 13:23:58,dudu432175,[D23],09/11/2018,12:12:00,Curso de Formação de Soldados (CFSd),sr.emanuelleNeo,Nenhum.,Ótima a aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 13:51:40,dudu432175,[D23],09/11/2018,12:43:00,Curso de Formação de Soldados (CFSd),"felipe62472, Thiago_T7 e higormeloboy"," felipe62472, Thiago_T7 e higormeloboy",Ótima a aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:51:46,dudu432175,[D23],09/11/2018,21:32:00,Curso de Formação de Cabos (Parte 1) (CFC1),giovanny717,giovanny717,Ótima aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 23:05:05,dudu432175,[D23],09/11/2018,22:03:00,Curso de Formação de Cabos (Parte 2) (CFC2),giovanny717,giovanny717,Ótima aula.,1,,,,,,,,,,,,,,,,,,
04/11/2018 15:37:53,Dudynha1357,[DDY],04/11/2018,15:18:00,Curso de Formação de Cabos (Parte 2) (CFC2),emogiov35461,emogiov35461,"Durante a aula a mesma aprestou atenção, retirou as suas dúvidas, na hora de copiar as TAG's a mesma copiou e colou certamente, e foi aprovada. PARABÉNS! ",1,,,,,,,,,,,,,,,,,,
04/11/2018 16:14:59,Dudynha1357,[DDY],04/11/2018,14:30:00,Curso de Formação de Soldados (CFSd),pedro174582,pedro174582,"O mesmo se destacou na aula, retirou as suas dúvidas, acertou todas as perguntas no Teste Teórico, nos comandos o mesmo prestou direitinho e mostrou que esta apto para a nova farda e patente. PARABÉNS!",2,,,,,,,,,,,,,,,,,,
04/11/2018 16:20:23,Dudynha1357,[DDY],04/11/2018,14:30:00,Curso de Formação de Soldados (CFSd),Djbeel3,Djbeel3,"O mesmo se destacou durante o CFsd, retirou suas próprias dúvidas, nos comandos o mesmo prestou direitinho e mostrou que esta apto para a nova farda. PARABÉNS! ",2,,,,,,,,,,,,,,,,,,
04/11/2018 16:59:06,Dudynha1357,[DDY],04/11/2018,16:33:00,Curso de Formação de Soldados (CFSd),pedrinw08 e analuisa3261,pedrinw08,"A aula se iniciou com 2 Recrutas, uma saiu durante a aula o que restou prestou atenção, retirou suas únicas dúvidas, no Teste Teórico respondeu tudo correto com facilidade, teve apenas um erro, durante os comandos o mesmo prestou corretamente, e mostrou que esta apto para novas funções, nova carreira, nova farda e nova patente. Parabéns ao novo Soldado da RCC!  ",2,,,,,,,,,,,,,,,,,,
04/11/2018 18:49:26,Dudynha1357,[DDY],04/11/2018,18:04:00,Curso de Formação de Cabos (Parte 1) (CFC1),Thomas7444,Thomas7444,"A aula se iniciou com 1 Recruta, durante a aula o mesmo prestou atenção, retirou suas únicas dúvidas, no Teste Teórico respondeu tudo correto com facilidade, teve nenhum erro, durante os comandos o mesmo prestou corretamente, e mostrou que esta apto para novas funções, nova carreira, nova farda e nova patente. Parabéns ! E agora iremos para a sua segunda parte do CFC o CFC II.",2,,,,,,,,,,,,,,,,,,
04/11/2018 19:21:23,Dudynha1357,[DDY],04/11/2018,18:45:00,Curso de Formação de Cabos (Parte 2) (CFC2),Thomas7444,Thomas744,Sem comentários. Parabéns novamente!,1,,,,,,,,,,,,,,,,,,
04/11/2018 20:06:34,Dudynha1357,[DDY],04/11/2018,18:51:00,Curso de Aperfeiçoamento de Praças (CAP),inggredy333,inggredy333,"A senhora Subtenente se dedicou durante o Teste Teórico, prestou bastante atenção a mesma teve apenas um erro e foi aprovada com sucesso! Parabéns senhora Subtenente!!  ",1,,,,,,,,,,,,,,,,,,
10/11/2018 00:24:44,Dudynha1357,[DDY],10/11/2018,23:46:00,Curso de Formação de Cabos (Parte 1) (CFC1),gosmata,gosmata,"A aula se iniciou com 1 Cabo, o mesmo prestou atenção, retirou suas únicas dúvidas, no Teste de Conduta respondeu tudo correto com facilidade, teve apenas um erro, durante os comandos o mesmo prestou corretamente. Parabéns !",2,,,,,,,,,,,,,,,,,,
04/11/2018 12:59:33,EmmaTavares,[EmT],04/11/2018,12:10:00,Curso de Formação de Soldados (CFSd),GUTIERRY321 / fc_luca_06 / DJAlexaandre ,GUTIERRY321 / fc_luca_06 / DJAlexaandre ,--,2,,,,,,,,,,,,,,,,,,
04/11/2018 18:09:56,EmmaTavares,[EmT],04/11/2018,16:56:00,Curso de Formação de Cabos (Parte 2) (CFC2),LordDasTRevasDJ ,--,--,1,,,,,,,,,,,,,,,,,,
04/11/2018 20:12:57,EmmaTavares,[EmT],04/11/2018,19:48:00,Curso de Formação de Cabos (Parte 1) (CFC1),Minnie1236 ,Minnie1236 ,--,2,,,,,,,,,,,,,,,,,,
05/11/2018 20:33:26,EmmaTavares,[EmT],05/11/2018,20:12:00,Curso de Formação de Soldados (CFSd),JNMIBUI / Jean-CarlosBR ,--,--,2,,,,,,,,,,,,,,,,,,
06/11/2018 18:33:17,EmmaTavares,[EmT],06/11/2018,18:05:00,Curso de Formação de Soldados (CFSd),jailineCs ,--,--,2,,,,,,,,,,,,,,,,,,
05/11/2018 00:14:21,estivalet4,[es4],05/11/2018,23:47:00,Curso de Formação de Cabos (Parte 1) (CFC1),ScaltD  / ehc-br ,ScaltD  / ehc-br ,Bom.,2,,,,,,,,,,,,,,,,,,
05/11/2018 13:48:31,F4wz,[F4z],05/11/2018,12:34:00,Curso de Formação de Soldados (CFSd),Izabelly989,-x-,A mesma saíu no meio da aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 14:29:08,F4wz,[F4z],05/11/2018,13:16:00,Curso de Formação de Soldados (CFSd),.-Renegado-.  // -Juliaoliveira // Guh2016mg,-x-,"O mesmos saíram ( Juliaoliveira ) dormiu no corredor então kickei, .-Renegado-. e Guh2016mg Saíu durante á aula.",2,,,,,,,,,,,,,,,,,,
05/11/2018 16:06:21,F4wz,[F4z],05/11/2018,14:48:00,Curso de Formação de Cabos (Parte 1) (CFC1),Azeda_ ,Azeda_ ,"A mesma foi muito boa na aula, inteligênte e respondeu as perguntas corretamente, prestou muita atenção.",2,,,,,,,,,,,,,,,,,,
05/11/2018 16:20:12,F4wz,[F4z],05/11/2018,15:05:00,Curso de Formação de Cabos (Parte 2) (CFC2),Azeda_ ,Azeda_ ,"A mesma é exelênte, prestou atenção, Respondeu as perguntas corretamente.",1,,,,,,,,,,,,,,,,,,
05/11/2018 17:07:44,F4wz,[F4z],05/11/2018,15:37:00,Curso de Formação de Soldados (CFSd),"giovannime38 // Felipe41690, UvaChapad@",giovannime38,"Giovannime38 Foi ótimo na aula, respondeu as perguntas corretamente e prestou muita atenção. Quando á Felipe41690 e UvaChapad@ Ficaram badernando, xingando palavrões e dançando durante á aula.",2,,,,,,,,,,,,,,,,,,
06/11/2018 09:06:35,F4wz,[F4z],06/11/2018,07:56:00,Curso de Formação de Soldados (CFSd), victor39176 // joaoPedro2252,-x-,Os mesmo saíram no meio da aula.,2,,,,,,,,,,,,,,,,,,
06/11/2018 09:33:17,F4wz,[F4z],06/11/2018,07:17:00,Curso de Formação de Soldados (CFSd),Hope9007 // kaua55803.,kaua55803,Hope9007 saíu no meio da aula. ,2,,,,,,,,,,,,,,,,,,
06/11/2018 11:00:42,F4wz,[F4z],06/11/2018,09:28:00,Curso de Formação de Soldados (CFSd),mafeh18 // arinaldoxxlouco,mafeh18 ,"arinaldoxxlouco Saíu no meio da aula, mafeh18 foi muito bem!",2,,,,,,,,,,,,,,,,,,
06/11/2018 14:00:38,F4wz,[F4z],06/11/2018,11:45:00,Curso de Formação de Soldados (CFSd),nicole1942 // danielly631,danielly631,"danielly631 Respondeu as perguntas corretamente, porém não tem uma boa ortograia e também escreve algumas coisas erradas, mas foi aprovada e sabe alistar já a  danielly631 Saíu no meio da aula.",2,,,,,,,,,,,,,,,,,,
07/11/2018 12:28:57,F4wz,[F4z],07/11/2018,11:17:00,Curso de Formação de Soldados (CFSd),Espedyta //MarioKing070,Espedyta ,MarioKing070 Saíu no meio da aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 17:11:58,F4wz,[F4z],08/11/2018,15:57:00,Curso de Formação de Cabos (Parte 1) (CFC1),henriqu55238,henriqu55238,A aula foi boa.,2,,,,,,,,,,,,,,,,,,
05/11/2018 10:31:10,Fabio_Alexandre,[FAP],05/11/2018,08:40:00,Curso de Formação de Soldados (CFSd),samuel18750,samuel18750,Caiu no final. Antes de colocar a missão e ser postado.,2,,,,,,,,,,,,,,,,,,
05/11/2018 11:35:12,Fabio_Alexandre,[FAP],05/11/2018,10:10:00,Curso de Formação de Soldados (CFSd),DanteInfernux,DanteInfernux,,2,,,,,,,,,,,,,,,,,,
06/11/2018 00:19:44,Fabio_Alexandre,[FAP],05/11/2018,23:00:00,Curso de Formação de Soldados (CFSd),etjennife443; Niponevellyn;,etjennife443; Niponevellyn;,Caíram as duas.,2,,,,,,,,,,,,,,,,,,
08/11/2018 21:56:04,Flawless_.,[FwL],08/11/2018,21:36:00,Curso de Formação de Soldados (CFSd),xDiegoSz,xDiegoSz,Ótima aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 22:20:31,Flawless_.,[FwL],08/11/2018,22:01:00,Curso de Formação de Soldados (CFSd),chicvixsu,chicvixsu,Ótima aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 21:22:16,Flawless_.,[FwL],09/11/2018,21:00:00,Curso de Formação de Soldados (CFSd),-_MaTriX-_,-_MaTriX-_,Ótima aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 21:49:54,Flawless_.,[FwL],09/11/2018,21:15:00,Curso de Formação de Soldados (CFSd),astronautoo,astronautoo,Boa aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 14:10:48,gabriel24d4,[G24],04/11/2018,12:30:00,Curso de Formação de Cabos (Parte 1) (CFC1),MichaelAlpha / Kazuuya,MichaelAlpha / Kazuuya,ótima aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 14:11:33,gabriel24d4,[G24],04/11/2018,12:50:00,Curso de Formação de Cabos (Parte 2) (CFC2),MichaelAlpha / Kazuuya,MichaelAlpha / Kazuuya,Ótima aula.,1,,,,,,,,,,,,,,,,,,
04/11/2018 14:59:36,gabriel24d4,[G24],04/11/2018,14:45:00,Curso de Formação de Cabos (Parte 1) (CFC1),LordDasTRevasDJ,,,2,,,,,,,,,,,,,,,,,,
04/11/2018 20:21:26,gabriel24d4,[G24],04/11/2018,19:40:00,Curso de Formação de Soldados (CFSd),kayo3994 / Megahayrtz / Connor_RK800 / oHeitorL / ZikaarthurNipon,oHeitorL / ZikaarthurNipon,Os que passaram são soldados exelentes.,2,,,,,,,,,,,,,,,,,,
09/11/2018 08:44:14,gabriel24d4,[G24],09/11/2018,08:30:00,Curso de Formação de Soldados (CFSd),LatherFace2006 / fillype007,,,2,,,,,,,,,,,,,,,,,,
04/11/2018 01:19:33,Gabryel-Pro,GbL,03/11/2018,23:43:00,Curso de Formação de Soldados (CFSd),junior87311 / oliveiraadriano,junior87311,,2,,,,,,,,,,,,,,,,,,
09/11/2018 21:06:27,Gabryel-Pro,GbL,09/11/2018,20:35:00,Curso de Formação de Soldados (CFSd),",Marechal,",",Marechal,",Muito atencioso!,2,,,,,,,,,,,,,,,,,,
09/11/2018 21:46:28,Gabryel-Pro,GbL,09/11/2018,21:21:00,Curso de Formação de Soldados (CFSd),Ryan8774,Ryan8774,Respondeu todas com excelência!,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:20:05,Gabryel-Pro,GbL,09/11/2018,21:49:00,Curso de Formação de Soldados (CFSd),gabrielehortega / Mirella5-71,,"Ambas tiveram bastante dificuldade e saíram da sala ;-;, fiquei 30 minutos aqui para nada.",2,,,,,,,,,,,,,,,,,,
09/11/2018 23:38:08,Gabryel-Pro,GbL,09/11/2018,23:00:00,Curso de Formação de Soldados (CFSd),p:=marilia=:q,p:=marilia=:q,,2,,,,,,,,,,,,,,,,,,
10/11/2018 15:18:59,Gabryel-Pro,GbL,10/11/2018,14:44:00,Curso de Formação de Soldados (CFSd),Gabrielindo231 / Thiago_Coura / yViniciusCastro,Gabrielindo231 / Thiago_Coura / yViniciusCastro,,2,,,,,,,,,,,,,,,,,,
04/11/2018 03:47:13,Gatinho6586,[Gt6],04/11/2018,02:40:00,Curso de Formação de Soldados (CFSd),MIGUEL.ANGELO96,,Saiu da aula no meio do Script!,2,,,,,,,,,,,,,,,,,,
04/11/2018 03:54:31,Gatinho6586,[Gt6],04/11/2018,02:45:00,Curso de Formação de Soldados (CFSd),ScaltD ,ScaltD ,:) ,2,,,,,,,,,,,,,,,,,,
04/11/2018 20:53:09,Gatinho6586,[Gt6],04/11/2018,19:35:00,Curso de Formação de Soldados (CFSd),"marciojoaop, !=DJ.Gabriel=! ",!=DJ.Gabriel=! ,,2,,,,,,,,,,,,,,,,,,
06/11/2018 00:36:08,Gatinho6586,[Gt6],05/11/2018,23:16:00,Curso de Formação de Cabos (Parte 1) (CFC1),Olazin ,Olazin ,,2,,,,,,,,,,,,,,,,,,
06/11/2018 00:52:12,Gatinho6586,[Gt6],05/11/2018,23:38:00,Curso de Formação de Cabos (Parte 2) (CFC2),Olazin ,Olazin ,,1,,,,,,,,,,,,,,,,,,
07/11/2018 01:55:11,Gatinho6586,[Gt6],07/11/2018,00:36:00,Curso de Formação de Soldados (CFSd),"wemersonxol, ravan_supreme, tchaumeyume , MCIgorhungria ","wemersonxol, ravan_supreme, MCIgorhungria ",,2,,,,,,,,,,,,,,,,,,
08/11/2018 02:07:34,Gatinho6586,[Gt6],08/11/2018,00:41:00,Curso de Formação de Soldados (CFSd),"aldrik83, JAISA22, MadameM45 ", JAISA22,,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:57:21,Goldens,[GOL],09/10/2018,22:00:00,Curso de Formação de Soldados (CFSd),etsarafer126 ,etsarafer126,,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:58:35,Goldens,[GOL],09/10/2018,22:00:00,Curso de Formação de Soldados (CFSd),TheBrux0,TheBrux0,,2,,,,,,,,,,,,,,,,,,
07/11/2018 00:01:30,Goufix,[Gfx],06/11/2018,23:49:00,Curso de Formação de Cabos (Parte 1) (CFC1),PedrolHenrique,,-x-,2,,,,,,,,,,,,,,,,,,
09/11/2018 01:44:33,Goufix,[Gfx],09/11/2018,01:30:00,Curso de Formação de Cabos (Parte 1) (CFC1),JhowFaro ,-x-,-x-,2,,,,,,,,,,,,,,,,,,
10/11/2018 02:58:03,Goufix,[Gfx],10/11/2018,02:44:00,Curso de Formação de Cabos (Parte 1) (CFC1),herokaueli54/ -MayraDiniz,herokaueli54/-MayraDiniz,,2,,,,,,,,,,,,,,,,,,
10/11/2018 03:11:06,Goufix,[Gfx],10/11/2018,02:56:00,Curso de Formação de Cabos (Parte 2) (CFC2),-MayraDiniz,-MayraDiniz,,1,,,,,,,,,,,,,,,,,,
10/11/2018 03:22:41,Goufix,[Gfx],10/11/2018,03:10:00,Curso de Formação de Cabos (Parte 1) (CFC1),japajutli,japajutli,CFC assumido pois outro instrutor precisou sair.,2,,,,,,,,,,,,,,,,,,
10/11/2018 03:33:06,Goufix,[Gfx],10/11/2018,03:20:00,Curso de Formação de Cabos (Parte 2) (CFC2),japajutli,japajutli,,1,,,,,,,,,,,,,,,,,,
04/11/2018 03:17:11,GrimoryRP,[GRP],11/04/2018,03:06:00,Curso de Formação de Cabos (Parte 1) (CFC1),Sr..Leo.,Sr..Leo.,,2,,,,,,,,,,,,,,,,,,
05/11/2018 02:41:06,GrimoryRP,[GRP],11/05/2018,02:23:00,Curso de Formação de Soldados (CFSd),rhafaella22,rhafaella22,,2,,,,,,,,,,,,,,,,,,
05/11/2018 14:23:59,GuermeDH,[GDH],05/11/2018,14:13:00,Curso de Formação de Soldados (CFSd),-Artemisa,-Artemisa,-x-,2,,,,,,,,,,,,,,,,,,
04/11/2018 10:33:38,Gustavo_ks,[GsK],04/11/2018,10:05:00,Curso de Formação de Soldados (CFSd),MelMaryc ,MelMaryc ,,2,,,,,,,,,,,,,,,,,,
